uid,id,country,gender,group,dt,total_spent,group,join_dt,device,join_dt
1000388,1000388,GBR,F,B,,0,B,2023-01-26,I,2023-01-26
1000389,1000389,USA,M,B,,0,B,2023-01-27,A,2023-01-27
1000391,1000391,BRA,,B,,0,B,2023-02-06,A,2023-02-06
1000392,1000392,ESP,F,A,,0,A,2023-01-25,A,2023-01-25
1000393,1000393,USA,F,A,,0,A,2023-01-25,A,2023-01-25
1000394,1000394,ESP,F,A,,0,A,2023-01-29,I,2023-01-29
1000395,1000395,USA,F,A,,0,A,2023-02-01,A,2023-02-01
1000396,1000396,MEX,O,A,,0,A,2023-01-26,A,2023-01-26
1000397,1000397,CAN,F,B,,0,B,2023-01-29,A,2023-01-29
1000398,1000398,USA,F,B,,0,B,2023-01-26,A,2023-01-26
1000399,1000399,DEU,M,A,,0,A,2023-01-26,I,2023-01-26
1000401,1000401,USA,F,A,,0,A,2023-01-30,I,2023-01-30
1000402,1000402,CAN,,A,,0,A,2023-01-25,I,2023-01-25
1000403,1000403,AUS,O,A,,0,A,2023-01-26,A,2023-01-26
1000404,1000404,MEX,M,A,,0,A,2023-01-31,A,2023-01-31
1000405,1000405,USA,M,A,,0,A,2023-01-28,I,2023-01-28
1000406,1000406,MEX,,A,,0,A,2023-02-01,A,2023-02-01
1000407,1000407,TUR,,A,,0,A,2023-01-27,I,2023-01-27
1000408,1000408,BRA,M,B,,0,B,2023-01-27,A,2023-01-27
1000409,1000409,BRA,M,A,,0,A,2023-01-27,A,2023-01-27
1000410,1000410,CAN,F,B,,0,B,2023-01-25,A,2023-01-25
1000411,1000411,GBR,F,B,,0,B,2023-02-03,I,2023-02-03
1000412,1000412,TUR,F,A,,0,A,2023-01-25,I,2023-01-25
1000413,1000413,MEX,,B,,0,B,2023-01-27,A,2023-01-27
1000414,1000414,BRA,M,B,,0,B,2023-01-28,A,2023-01-28
1000415,1000415,DEU,,B,2023-02-05,57.69,B,2023-02-04,I,2023-02-04
1000416,1000416,USA,M,A,,0,A,2023-02-05,A,2023-02-05
1000417,1000417,DEU,F,B,2023-02-04,45.06,B,2023-01-30,A,2023-01-30
1000418,1000418,USA,F,B,,0,B,2023-02-04,A,2023-02-04
1000419,1000419,USA,F,A,,0,A,2023-01-26,I,2023-01-26
1000420,1000420,USA,F,A,,0,A,2023-02-01,A,2023-02-01
1000421,1000421,MEX,F,A,,0,A,2023-02-06,A,2023-02-06
1000422,1000422,TUR,,A,,0,A,2023-01-30,I,2023-01-30
1000423,1000423,USA,F,B,,0,B,2023-01-25,A,2023-01-25
1000424,1000424,DEU,F,B,,0,B,2023-01-25,I,2023-01-25
1000425,1000425,USA,F,B,,0,B,2023-01-29,A,2023-01-29
1000426,1000426,MEX,F,A,,0,A,2023-01-30,I,2023-01-30
1000428,1000428,USA,M,A,,0,A,2023-01-28,A,2023-01-28
1000429,1000429,MEX,O,B,,0,B,2023-01-25,A,2023-01-25
1000430,1000430,USA,M,A,,0,A,2023-01-26,I,2023-01-26
1000431,1000431,DEU,F,B,,0,B,2023-01-25,A,2023-01-25
1000432,1000432,USA,,A,,0,A,2023-01-26,A,2023-01-26
1000433,1000433,,F,B,,0,B,2023-02-05,I,2023-02-05
1000434,1000434,BRA,M,B,,0,B,2023-01-31,I,2023-01-31
1000436,1000436,TUR,F,B,2023-01-29,25.55,B,2023-01-28,A,2023-01-28
1000437,1000437,DEU,M,A,,0,A,2023-02-06,A,2023-02-06
1000438,1000438,MEX,F,A,,0,A,2023-01-25,I,2023-01-25
1000439,1000439,MEX,F,A,,0,A,2023-01-25,I,2023-01-25
1000440,1000440,GBR,M,B,,0,B,2023-01-27,A,2023-01-27
1000441,1000441,MEX,F,A,,0,A,2023-02-04,A,2023-02-04
1000442,1000442,DEU,F,A,,0,A,2023-01-26,I,2023-01-26
1000443,1000443,USA,M,A,,0,A,2023-01-28,A,2023-01-28
1000445,1000445,AUS,F,B,,0,B,2023-01-26,A,2023-01-26
1000446,1000446,FRA,F,A,,0,A,2023-01-31,A,2023-01-31
1000447,1000447,USA,F,B,,0,B,2023-01-25,I,2023-01-25
1000448,1000448,BRA,F,A,,0,A,2023-01-25,I,2023-01-25
1000449,1000449,USA,,B,,0,B,2023-01-25,I,2023-01-25
1000450,1000450,USA,M,B,,0,B,2023-01-27,I,2023-01-27
1000451,1000451,BRA,F,A,,0,A,2023-02-01,I,2023-02-01
1000452,1000452,BRA,,A,,0,A,2023-01-28,A,2023-01-28
1000453,1000453,MEX,M,A,,0,A,2023-01-25,A,2023-01-25
1000454,1000454,USA,M,B,2023-02-03,39.09,B,2023-01-30,I,2023-01-30
1000455,1000455,USA,F,B,,0,B,2023-01-29,I,2023-01-29
1000456,1000456,TUR,F,A,,0,A,2023-01-27,I,2023-01-27
1000457,1000457,BRA,F,A,,0,A,2023-02-02,I,2023-02-02
1000458,1000458,BRA,O,A,,0,A,2023-02-06,I,2023-02-06
1000459,1000459,FRA,F,B,,0,B,2023-01-26,A,2023-01-26
1000460,1000460,BRA,,B,,0,B,2023-01-27,A,2023-01-27
1000461,1000461,BRA,,A,,0,A,2023-01-26,I,2023-01-26
1000462,1000462,CAN,M,B,,0,B,2023-01-25,I,2023-01-25
1000463,1000463,TUR,M,A,,0,A,2023-02-05,A,2023-02-05
1000464,1000464,USA,M,A,,0,A,2023-01-26,A,2023-01-26
1000465,1000465,BRA,M,A,,0,A,2023-01-27,A,2023-01-27
1000466,1000466,USA,F,B,,0,B,2023-01-30,I,2023-01-30
1000467,1000467,TUR,,B,,0,B,2023-01-28,A,2023-01-28
1000468,1000468,AUS,F,B,,0,B,2023-01-25,I,2023-01-25
1000469,1000469,GBR,,B,,0,B,2023-02-05,A,2023-02-05
1000470,1000470,DEU,F,B,,0,B,2023-01-30,I,2023-01-30
1000471,1000471,BRA,F,A,,0,A,2023-02-01,A,2023-02-01
1000472,1000472,CAN,F,B,,0,B,2023-01-28,I,2023-01-28
1000473,1000473,USA,M,A,,0,A,2023-01-28,A,2023-01-28
1000474,1000474,GBR,M,B,,0,B,2023-01-26,A,2023-01-26
1000475,1000475,BRA,,B,,0,B,2023-02-06,A,2023-02-06
1000476,1000476,MEX,F,B,,0,B,2023-02-01,I,2023-02-01
1000477,1000477,,F,B,,0,B,2023-01-28,A,2023-01-28
1000478,1000478,FRA,F,A,,0,A,2023-01-27,I,2023-01-27
1000479,1000479,USA,M,B,,0,B,2023-01-31,I,2023-01-31
1000480,1000480,BRA,,A,,0,A,2023-01-25,A,2023-01-25
1000481,1000481,BRA,F,A,,0,A,2023-02-02,A,2023-02-02
1000482,1000482,TUR,M,B,,0,B,2023-01-26,A,2023-01-26
1000483,1000483,USA,M,A,,0,A,2023-01-31,I,2023-01-31
1000484,1000484,BRA,M,A,,0,A,2023-01-28,A,2023-01-28
1000485,1000485,BRA,,A,,0,A,2023-01-25,I,2023-01-25
1000486,1000486,DEU,M,B,,0,B,2023-01-25,A,2023-01-25
1000487,1000487,MEX,M,A,,0,A,2023-01-29,I,2023-01-29
1000488,1000488,FRA,F,B,,0,B,2023-02-05,A,2023-02-05
1000489,1000489,MEX,F,A,,0,A,2023-02-06,I,2023-02-06
1000490,1000490,USA,F,A,,0,A,2023-01-27,A,2023-01-27
1000491,1000491,TUR,,B,,0,B,2023-01-26,I,2023-01-26
1000492,1000492,BRA,F,A,,0,A,2023-02-02,A,2023-02-02
1000493,1000493,USA,F,B,,0,B,2023-02-05,A,2023-02-05
1000494,1000494,USA,F,A,,0,A,2023-01-27,I,2023-01-27
1000495,1000495,FRA,M,A,,0,A,2023-01-27,I,2023-01-27
1000496,1000496,MEX,M,A,,0,A,2023-02-05,A,2023-02-05
1000497,1000497,USA,F,A,,0,A,2023-01-25,A,2023-01-25
1000498,1000498,USA,F,A,,0,A,2023-02-05,I,2023-02-05
1000499,1000499,MEX,F,B,,0,B,2023-01-25,I,2023-01-25
1000500,1000500,MEX,O,B,,0,B,2023-01-30,A,2023-01-30
1000501,1000501,USA,F,B,,0,B,2023-01-29,I,2023-01-29
1000502,1000502,DEU,M,B,,0,B,2023-01-30,A,2023-01-30
1000503,1000503,DEU,M,A,,0,A,2023-01-25,A,2023-01-25
1000504,1000504,USA,F,A,,0,A,2023-01-29,I,2023-01-29
1000505,1000505,MEX,M,B,,0,B,2023-01-28,,2023-01-28
1000506,1000506,MEX,F,B,,0,B,2023-01-30,A,2023-01-30
1000507,1000507,BRA,,B,,0,B,2023-02-01,A,2023-02-01
1000508,1000508,GBR,F,A,,0,A,2023-01-26,I,2023-01-26
1000509,1000509,USA,F,A,,0,A,2023-01-25,I,2023-01-25
1000510,1000510,MEX,M,B,2023-02-02,16.92,B,2023-02-02,A,2023-02-02
1000511,1000511,GBR,M,B,,0,B,2023-01-25,I,2023-01-25
1000512,1000512,,M,B,,0,B,2023-01-25,I,2023-01-25
1000513,1000513,USA,F,A,,0,A,2023-01-28,A,2023-01-28
1000514,1000514,ESP,M,B,,0,B,2023-02-05,A,2023-02-05
1000515,1000515,BRA,M,A,,0,A,2023-01-26,A,2023-01-26
1000516,1000516,MEX,F,A,,0,A,2023-01-25,A,2023-01-25
1000517,1000517,BRA,M,A,,0,A,2023-02-03,A,2023-02-03
1000518,1000518,USA,F,B,,0,B,2023-01-31,A,2023-01-31
1000519,1000519,MEX,F,B,,0,B,2023-01-27,I,2023-01-27
1000520,1000520,MEX,M,B,,0,B,2023-02-01,A,2023-02-01
1000521,1000521,USA,M,B,,0,B,2023-01-26,I,2023-01-26
1000522,1000522,GBR,F,B,,0,B,2023-01-28,A,2023-01-28
1000523,1000523,BRA,F,A,2023-02-04,89.64,A,2023-02-04,A,2023-02-04
1000524,1000524,MEX,F,B,,0,B,2023-01-25,A,2023-01-25
1000525,1000525,BRA,F,B,,0,B,2023-02-05,I,2023-02-05
1000526,1000526,USA,F,A,,0,A,2023-01-29,,2023-01-29
1000527,1000527,BRA,F,B,,0,B,2023-01-31,A,2023-01-31
1000528,1000528,DEU,F,A,,0,A,2023-01-25,A,2023-01-25
1000529,1000529,GBR,M,B,,0,B,2023-01-27,A,2023-01-27
1000530,1000530,FRA,F,B,,0,B,2023-02-03,I,2023-02-03
1000531,1000531,DEU,F,A,,0,A,2023-01-25,I,2023-01-25
1000532,1000532,USA,M,A,,0,A,2023-01-26,I,2023-01-26
1000533,1000533,USA,M,B,,0,B,2023-01-25,A,2023-01-25
1000534,1000534,FRA,F,B,,0,B,2023-01-29,A,2023-01-29
1000535,1000535,DEU,M,A,,0,A,2023-01-31,I,2023-01-31
1000536,1000536,USA,M,A,,0,A,2023-01-30,A,2023-01-30
1000537,1000537,BRA,M,A,,0,A,2023-01-25,I,2023-01-25
1000538,1000538,FRA,M,A,,0,A,2023-01-26,I,2023-01-26
1000539,1000539,BRA,F,A,,0,A,2023-01-26,I,2023-01-26
1000540,1000540,BRA,F,A,,0,A,2023-01-25,A,2023-01-25
1000541,1000541,BRA,F,B,,0,B,2023-01-26,A,2023-01-26
1000542,1000542,MEX,M,A,,0,A,2023-01-27,A,2023-01-27
1000543,1000543,USA,M,B,,0,B,2023-02-03,A,2023-02-03
1000544,1000544,USA,M,A,,0,A,2023-01-30,A,2023-01-30
1000545,1000545,USA,M,B,,0,B,2023-01-29,A,2023-01-29
1000546,1000546,FRA,F,A,2023-01-29,61.12,A,2023-01-29,A,2023-01-29
1000547,1000547,USA,M,A,,0,A,2023-01-26,A,2023-01-26
1000548,1000548,USA,F,A,,0,A,2023-01-31,I,2023-01-31
1000549,1000549,TUR,M,B,,0,B,2023-02-03,I,2023-02-03
1000550,1000550,GBR,M,B,,0,B,2023-01-25,I,2023-01-25
1000551,1000551,FRA,F,A,,0,A,2023-01-28,A,2023-01-28
1000552,1000552,USA,F,B,,0,B,2023-01-27,I,2023-01-27
1000553,1000553,USA,M,A,,0,A,2023-01-25,A,2023-01-25
1000554,1000554,USA,M,B,,0,B,2023-01-26,I,2023-01-26
1000555,1000555,USA,F,B,,0,B,2023-01-27,I,2023-01-27
1000556,1000556,TUR,M,B,,0,B,2023-01-27,A,2023-01-27
1000557,1000557,TUR,F,A,,0,A,2023-01-28,A,2023-01-28
1000558,1000558,BRA,,A,,0,A,2023-01-27,I,2023-01-27
1000559,1000559,DEU,M,B,,0,B,2023-01-25,I,2023-01-25
1000560,1000560,USA,F,B,,0,B,2023-01-25,I,2023-01-25
1000561,1000561,USA,F,B,,0,B,2023-01-25,A,2023-01-25
1000562,1000562,ESP,M,A,,0,A,2023-01-27,I,2023-01-27
1000563,1000563,BRA,,A,,0,A,2023-01-25,A,2023-01-25
1000564,1000564,USA,F,A,,0,A,2023-01-25,A,2023-01-25
1000565,1000565,DEU,F,A,,0,A,2023-02-02,I,2023-02-02
1000566,1000566,USA,F,A,,0,A,2023-01-25,I,2023-01-25
1000567,1000567,GBR,F,B,,0,B,2023-02-04,A,2023-02-04
1000568,1000568,AUS,M,A,,0,A,2023-01-30,I,2023-01-30
1000569,1000569,GBR,M,A,,0,A,2023-02-01,A,2023-02-01
1000570,1000570,MEX,M,A,,0,A,2023-01-25,A,2023-01-25
1000571,1000571,USA,F,A,,0,A,2023-02-04,A,2023-02-04
1000572,1000572,TUR,,B,,0,B,2023-01-26,I,2023-01-26
1000573,1000573,BRA,F,A,,0,A,2023-01-26,I,2023-01-26
1000574,1000574,USA,,A,,0,A,2023-02-06,A,2023-02-06
1000575,1000575,USA,M,B,,0,B,2023-02-06,I,2023-02-06
1000576,1000576,TUR,M,B,,0,B,2023-01-27,A,2023-01-27
1000577,1000577,BRA,F,B,,0,B,2023-01-26,A,2023-01-26
1000578,1000578,BRA,,B,,0,B,2023-01-25,A,2023-01-25
1000579,1000579,BRA,M,B,2023-02-04,117.79,B,2023-02-04,A,2023-02-04
1000580,1000580,USA,F,A,,0,A,2023-01-27,A,2023-01-27
1000581,1000581,TUR,,A,,0,A,2023-01-28,I,2023-01-28
1000583,1000583,USA,M,B,,0,B,2023-01-31,A,2023-01-31
1000584,1000584,USA,M,A,,0,A,2023-01-25,I,2023-01-25
1000585,1000585,USA,F,A,,0,A,2023-02-04,A,2023-02-04
1000586,1000586,DEU,O,A,,0,A,2023-01-31,I,2023-01-31
1000587,1000587,USA,F,A,,0,A,2023-01-25,A,2023-01-25
1000588,1000588,DEU,M,A,,0,A,2023-01-25,A,2023-01-25
1000589,1000589,USA,,A,,0,A,2023-01-26,A,2023-01-26
1000590,1000590,DEU,M,A,,0,A,2023-02-02,A,2023-02-02
1000591,1000591,USA,F,B,,0,B,2023-01-27,A,2023-01-27
1000592,1000592,CAN,,B,,0,B,2023-01-25,A,2023-01-25
1000593,1000593,MEX,M,B,,0,B,2023-01-27,A,2023-01-27
1000594,1000594,BRA,F,B,,0,B,2023-01-25,A,2023-01-25
1000595,1000595,DEU,,B,,0,B,2023-01-29,A,2023-01-29
1000596,1000596,GBR,M,B,,0,B,2023-01-28,A,2023-01-28
1000597,1000597,BRA,F,B,,0,B,2023-01-26,A,2023-01-26
1000598,1000598,BRA,O,B,,0,B,2023-01-31,I,2023-01-31
1000599,1000599,DEU,M,A,,0,A,2023-01-30,I,2023-01-30
1000600,1000600,MEX,M,B,,0,B,2023-01-25,I,2023-01-25
1000601,1000601,USA,F,A,2023-01-25,10.79,A,2023-01-25,A,2023-01-25
1000602,1000602,USA,,B,,0,B,2023-01-28,I,2023-01-28
1000603,1000603,USA,,B,,0,B,2023-01-25,A,2023-01-25
1000604,1000604,TUR,F,A,,0,A,2023-01-28,A,2023-01-28
1000606,1000606,USA,F,A,,0,A,2023-01-26,I,2023-01-26
1000607,1000607,USA,,A,,0,A,2023-02-03,A,2023-02-03
1000608,1000608,GBR,M,A,,0,A,2023-02-04,I,2023-02-04
1000609,1000609,MEX,M,B,,0,B,2023-01-25,I,2023-01-25
1000610,1000610,DEU,M,B,,0,B,2023-02-04,I,2023-02-04
1000611,1000611,TUR,M,B,,0,B,2023-01-28,I,2023-01-28
1000612,1000612,MEX,M,B,,0,B,2023-01-30,A,2023-01-30
1000613,1000613,GBR,M,A,,0,A,2023-01-29,A,2023-01-29
1000614,1000614,BRA,M,A,,0,A,2023-02-04,I,2023-02-04
1000615,1000615,GBR,F,A,,0,A,2023-02-05,I,2023-02-05
1000616,1000616,USA,M,A,,0,A,2023-01-25,I,2023-01-25
1000617,1000617,DEU,M,A,,0,A,2023-01-27,I,2023-01-27
1000618,1000618,BRA,,B,,0,B,2023-01-26,A,2023-01-26
1000619,1000619,USA,F,A,,0,A,2023-01-26,A,2023-01-26
1000620,1000620,USA,M,B,,0,B,2023-01-25,A,2023-01-25
1000621,1000621,TUR,M,A,,0,A,2023-01-26,I,2023-01-26
1000622,1000622,DEU,M,B,,0,B,2023-01-31,A,2023-01-31
1000623,1000623,USA,F,A,2023-01-27,61.29,A,2023-01-27,A,2023-01-27
1000624,1000624,GBR,F,B,,0,B,2023-01-25,A,2023-01-25
1000625,1000625,MEX,O,A,,0,A,2023-01-25,I,2023-01-25
1000626,1000626,USA,,A,,0,A,2023-02-06,A,2023-02-06
1000627,1000627,BRA,F,B,,0,B,2023-01-27,A,2023-01-27
1000628,1000628,TUR,,B,,0,B,2023-01-30,I,2023-01-30
1000629,1000629,BRA,,A,,0,A,2023-02-02,A,2023-02-02
1000630,1000630,GBR,M,A,,0,A,2023-01-28,I,2023-01-28
1000631,1000631,BRA,M,B,,0,B,2023-02-01,I,2023-02-01
1000632,1000632,GBR,M,B,,0,B,2023-02-04,A,2023-02-04
1000633,1000633,DEU,F,A,,0,A,2023-01-27,A,2023-01-27
1000634,1000634,MEX,M,B,,0,B,2023-01-25,I,2023-01-25
1000635,1000635,ESP,F,B,2023-01-25,69.21,B,2023-01-25,I,2023-01-25
1000636,1000636,FRA,M,A,,0,A,2023-01-25,I,2023-01-25
1000637,1000637,USA,F,B,,0,B,2023-02-06,A,2023-02-06
1000638,1000638,CAN,M,A,,0,A,2023-01-27,I,2023-01-27
1000639,1000639,FRA,F,B,,0,B,2023-01-28,I,2023-01-28
1000640,1000640,DEU,F,B,,0,B,2023-02-01,A,2023-02-01
1000641,1000641,USA,F,B,,0,B,2023-02-05,A,2023-02-05
1000642,1000642,BRA,F,B,,0,B,2023-01-30,A,2023-01-30
1000643,1000643,CAN,F,A,,0,A,2023-01-29,I,2023-01-29
1000644,1000644,USA,M,A,,0,A,2023-01-28,I,2023-01-28
1000645,1000645,GBR,M,B,,0,B,2023-01-25,A,2023-01-25
1000646,1000646,BRA,M,A,,0,A,2023-01-25,I,2023-01-25
1000647,1000647,TUR,M,B,,0,B,2023-01-29,A,2023-01-29
1000648,1000648,USA,,B,,0,B,2023-02-01,I,2023-02-01
1000649,1000649,CAN,M,B,,0,B,2023-01-26,A,2023-01-26
1000650,1000650,BRA,F,B,,0,B,2023-02-01,A,2023-02-01
1000651,1000651,USA,M,A,,0,A,2023-01-26,I,2023-01-26
1000652,1000652,USA,M,B,,0,B,2023-01-27,I,2023-01-27
1000653,1000653,USA,M,A,2023-02-06,61.84,A,2023-02-06,I,2023-02-06
1000654,1000654,ESP,F,A,,0,A,2023-01-25,I,2023-01-25
1000655,1000655,DEU,F,A,,0,A,2023-01-26,I,2023-01-26
1000656,1000656,BRA,F,A,,0,A,2023-01-26,A,2023-01-26
1000657,1000657,MEX,M,A,,0,A,2023-01-26,A,2023-01-26
1000658,1000658,AUS,F,A,,0,A,2023-01-26,A,2023-01-26
1000659,1000659,BRA,M,A,,0,A,2023-02-01,A,2023-02-01
1000660,1000660,USA,F,A,,0,A,2023-02-03,A,2023-02-03
1000661,1000661,USA,F,A,,0,A,2023-02-05,A,2023-02-05
1000662,1000662,USA,F,A,,0,A,2023-01-29,A,2023-01-29
1000663,1000663,USA,F,A,,0,A,2023-01-28,I,2023-01-28
1000664,1000664,BRA,O,B,,0,B,2023-01-28,A,2023-01-28
1000665,1000665,USA,F,B,,0,B,2023-01-25,A,2023-01-25
1000666,1000666,MEX,M,B,,0,B,2023-01-26,A,2023-01-26
1000668,1000668,USA,F,A,,0,A,2023-01-25,I,2023-01-25
1000669,1000669,BRA,M,A,2023-01-29,176.83,A,2023-01-29,I,2023-01-29
1000670,1000670,USA,F,A,,0,A,2023-01-26,A,2023-01-26
1000671,1000671,USA,M,A,,0,A,2023-01-31,A,2023-01-31
1000672,1000672,CAN,M,B,,0,B,2023-01-28,I,2023-01-28
1000673,1000673,USA,F,B,,0,B,2023-01-28,A,2023-01-28
1000674,1000674,FRA,F,A,,0,A,2023-01-26,A,2023-01-26
1000675,1000675,USA,M,B,2023-01-25,68.34,B,2023-01-25,A,2023-01-25
1000676,1000676,MEX,M,B,,0,B,2023-01-28,A,2023-01-28
1000677,1000677,GBR,F,B,,0,B,2023-01-25,A,2023-01-25
1000678,1000678,USA,F,B,,0,B,2023-01-25,I,2023-01-25
1000680,1000680,USA,M,B,,0,B,2023-01-26,A,2023-01-26
1000681,1000681,DEU,M,B,,0,B,2023-01-26,A,2023-01-26
1000682,1000682,USA,M,B,,0,B,2023-01-29,I,2023-01-29
1000683,1000683,BRA,O,B,,0,B,2023-02-03,I,2023-02-03
1000684,1000684,,M,A,,0,A,2023-01-26,I,2023-01-26
1000685,1000685,BRA,F,B,,0,B,2023-01-27,A,2023-01-27
1000686,1000686,GBR,F,A,,0,A,2023-02-02,A,2023-02-02
1000687,1000687,USA,F,A,,0,A,2023-02-01,A,2023-02-01
1000688,1000688,MEX,F,B,,0,B,2023-01-25,A,2023-01-25
1000689,1000689,MEX,M,B,,0,B,2023-01-25,A,2023-01-25
1000690,1000690,GBR,,A,,0,A,2023-01-30,A,2023-01-30
1000691,1000691,,F,B,,0,B,2023-02-01,I,2023-02-01
1000692,1000692,BRA,F,B,,0,B,2023-01-28,A,2023-01-28
1000693,1000693,BRA,,B,,0,B,2023-01-26,A,2023-01-26
1000694,1000694,BRA,F,B,,0,B,2023-01-25,I,2023-01-25
1000695,1000695,USA,M,A,,0,A,2023-01-25,A,2023-01-25
1000696,1000696,BRA,O,B,,0,B,2023-02-04,I,2023-02-04
1000697,1000697,BRA,F,B,,0,B,2023-01-31,A,2023-01-31
1000698,1000698,MEX,M,B,,0,B,2023-01-29,A,2023-01-29
1000699,1000699,USA,M,B,,0,B,2023-01-28,I,2023-01-28
1000700,1000700,BRA,F,B,,0,B,2023-02-01,A,2023-02-01
1000701,1000701,BRA,M,A,,0,A,2023-01-25,A,2023-01-25
1000702,1000702,MEX,F,B,,0,B,2023-01-26,I,2023-01-26
1000703,1000703,AUS,,A,,0,A,2023-01-30,A,2023-01-30
1000705,1000705,USA,F,B,,0,B,2023-01-26,A,2023-01-26
1000706,1000706,BRA,F,B,,0,B,2023-01-30,A,2023-01-30
1000707,1000707,BRA,M,A,,0,A,2023-01-27,I,2023-01-27
1000708,1000708,USA,F,B,,0,B,2023-01-31,A,2023-01-31
1000709,1000709,FRA,,B,,0,B,2023-01-30,A,2023-01-30
1000711,1000711,,M,B,,0,B,2023-02-03,A,2023-02-03
1000712,1000712,DEU,F,A,,0,A,2023-01-25,I,2023-01-25
1000714,1000714,DEU,F,A,,0,A,2023-01-29,A,2023-01-29
1000715,1000715,BRA,F,B,,0,B,2023-01-26,A,2023-01-26
1000716,1000716,DEU,F,A,,0,A,2023-01-25,I,2023-01-25
1000717,1000717,MEX,M,B,,0,B,2023-01-25,I,2023-01-25
1000718,1000718,FRA,F,B,,0,B,2023-01-25,A,2023-01-25
1000719,1000719,USA,M,B,,0,B,2023-02-04,A,2023-02-04
1000720,1000720,BRA,M,A,,0,A,2023-01-31,A,2023-01-31
1000721,1000721,AUS,M,A,,0,A,2023-01-26,A,2023-01-26
1000722,1000722,BRA,,A,,0,A,2023-02-05,A,2023-02-05
1000723,1000723,CAN,F,A,,0,A,2023-01-25,I,2023-01-25
1000724,1000724,TUR,F,B,,0,B,2023-01-26,I,2023-01-26
1000725,1000725,MEX,M,B,,0,B,2023-01-25,A,2023-01-25
1000726,1000726,MEX,F,A,,0,A,2023-01-27,A,2023-01-27
1000727,1000727,BRA,M,B,,0,B,2023-02-05,A,2023-02-05
1000728,1000728,USA,F,A,,0,A,2023-01-27,I,2023-01-27
1000729,1000729,CAN,,A,,0,A,2023-01-31,I,2023-01-31
1000730,1000730,USA,F,A,,0,A,2023-01-26,A,2023-01-26
1000731,1000731,USA,F,B,,0,B,2023-01-25,A,2023-01-25
1000732,1000732,GBR,F,B,,0,B,2023-01-31,A,2023-01-31
1000733,1000733,USA,M,A,,0,A,2023-01-31,I,2023-01-31
1000734,1000734,BRA,M,A,,0,A,2023-01-26,A,2023-01-26
1000735,1000735,FRA,M,B,,0,B,2023-02-04,A,2023-02-04
1000736,1000736,BRA,M,A,,0,A,2023-01-26,I,2023-01-26
1000737,1000737,MEX,M,A,,0,A,2023-01-29,A,2023-01-29
1000738,1000738,DEU,,A,,0,A,2023-01-25,I,2023-01-25
1000739,1000739,GBR,M,B,,0,B,2023-01-25,I,2023-01-25
1000740,1000740,USA,M,B,,0,B,2023-02-02,I,2023-02-02
1000741,1000741,MEX,F,A,,0,A,2023-02-04,I,2023-02-04
1000742,1000742,BRA,M,B,,0,B,2023-01-30,I,2023-01-30
1000743,1000743,BRA,M,A,,0,A,2023-01-26,I,2023-01-26
1000744,1000744,MEX,F,A,,0,A,2023-01-27,I,2023-01-27
1000745,1000745,FRA,,B,,0,B,2023-01-25,I,2023-01-25
1000746,1000746,ESP,M,A,,0,A,2023-01-29,I,2023-01-29
1000747,1000747,ESP,M,A,,0,A,2023-01-27,I,2023-01-27
1000748,1000748,BRA,M,A,,0,A,2023-01-27,I,2023-01-27
1000749,1000749,GBR,M,B,,0,B,2023-01-25,I,2023-01-25
1000750,1000750,USA,F,A,,0,A,2023-01-25,A,2023-01-25
1000751,1000751,BRA,F,A,,0,A,2023-01-25,A,2023-01-25
1000752,1000752,USA,F,B,,0,B,2023-01-27,A,2023-01-27
1000753,1000753,FRA,M,A,,0,A,2023-01-26,I,2023-01-26
1000754,1000754,USA,F,B,,0,B,2023-01-27,A,2023-01-27
1000755,1000755,USA,M,A,,0,A,2023-01-30,A,2023-01-30
1000756,1000756,FRA,M,B,,0,B,2023-01-27,I,2023-01-27
1000757,1000757,TUR,,A,,0,A,2023-01-25,A,2023-01-25
1000758,1000758,TUR,F,B,,0,B,2023-01-27,A,2023-01-27
1000759,1000759,USA,F,A,,0,A,2023-01-28,I,2023-01-28
1000760,1000760,GBR,M,A,,0,A,2023-01-26,A,2023-01-26
1000761,1000761,BRA,F,A,,0,A,2023-01-26,I,2023-01-26
1000762,1000762,BRA,M,B,,0,B,2023-01-26,I,2023-01-26
1000763,1000763,BRA,M,A,,0,A,2023-01-29,A,2023-01-29
1000764,1000764,BRA,F,A,,0,A,2023-01-31,A,2023-01-31
1000765,1000765,BRA,M,A,,0,A,2023-01-25,A,2023-01-25
1000766,1000766,BRA,,A,,0,A,2023-01-25,A,2023-01-25
1000767,1000767,BRA,F,B,,0,B,2023-02-03,I,2023-02-03
1000768,1000768,BRA,M,A,,0,A,2023-01-25,A,2023-01-25
1000769,1000769,FRA,M,A,,0,A,2023-01-31,A,2023-01-31
1000770,1000770,BRA,F,A,,0,A,2023-01-26,A,2023-01-26
1000771,1000771,USA,F,B,,0,B,2023-01-30,A,2023-01-30
1000772,1000772,GBR,,A,,0,A,2023-01-25,I,2023-01-25
1000773,1000773,USA,O,A,,0,A,2023-01-27,A,2023-01-27
1000774,1000774,GBR,M,B,,0,B,2023-01-29,A,2023-01-29
1000775,1000775,BRA,M,B,,0,B,2023-01-30,A,2023-01-30
1000777,1000777,MEX,F,A,,0,A,2023-01-25,I,2023-01-25
1000778,1000778,USA,,B,,0,B,2023-01-26,A,2023-01-26
1000779,1000779,FRA,M,A,,0,A,2023-01-25,A,2023-01-25
